age,income,loan_amount,credit_score,employment_length,delinquencies,default
44,76642,9433,763,11,3,1
27,54899,16544,726,15,0,1
51,87465,12165,696,14,0,1
28,74958,19703,637,2,3,1
28,54668,8747,580,15,1,1
50,56681,30419,663,7,2,1
37,66586,1475,727,3,0,0
29,43362,28723,678,9,0,1
33,60090,15719,539,4,0,1
48,66170,19419,657,13,1,1
49,26260,25676,516,14,1,1
26,56213,21861,706,14,1,1
34,53938,9159,601,2,1,1
35,80561,19800,564,6,2,1
25,23110,29939,707,9,4,1
34,52369,7901,689,19,0,1
35,50364,31947,666,10,4,1
46,79201,18085,803,13,2,0
47,59129,11534,694,6,2,1
31,95921,7853,604,5,3,1
32,73244,13213,686,15,3,1
41,51795,1000,629,16,4,1
29,64793,11678,738,1,4,1
40,52918,12896,669,10,0,1
34,77187,6404,676,15,2,1
25,33356,20982,549,3,2,1
25,43526,13249,654,12,2,1
49,69113,9913,646,9,4,1
33,84515,12397,578,10,3,1
51,20000,17840,634,11,2,1
29,87489,15585,680,17,4,1
37,57197,9392,649,1,3,1
58,22322,16005,551,4,3,1
24,20000,14594,630,6,3,1
18,29412,5884,617,16,0,1
47,59605,12691,663,11,4,1
26,58682,19634,655,3,3,1
34,72664,19577,621,0,0,1
29,49010,13160,618,19,1,1
37,37839,20414,654,2,1,1
25,51738,7160,717,0,1,1
33,60672,7408,669,8,3,1
39,64615,12989,749,11,2,1
24,44216,26980,729,5,1,0
27,78028,16306,754,3,3,1
31,47572,12797,745,1,1,1
20,42605,27353,759,8,0,1
30,49152,12704,569,19,4,1
36,81496,32877,695,2,1,0
31,57344,10909,735,11,1,1
32,46109,6906,747,3,3,1
34,78522,13669,596,13,3,1
28,102854,13007,696,1,0,0
41,64193,8538,655,4,0,0
49,84676,35815,779,0,4,1
30,80721,17549,552,12,2,1
39,47887,18713,596,14,2,1
32,60532,11304,523,3,2,1
38,34349,10378,660,9,2,1
50,55901,23204,808,5,3,1
40,47476,1593,646,0,0,1
18,51942,5857,657,0,1,1
39,45002,13021,688,18,4,1
47,54258,25808,641,12,0,1
32,70644,12003,675,13,4,1
44,57610,18329,677,5,2,1
28,22712,15221,590,5,0,1
20,45077,25370,643,15,2,1
36,29612,2322,701,8,3,1
18,64881,20887,715,2,1,1
32,70066,13408,740,9,3,0
47,65130,22399,673,10,0,1
18,44251,8445,674,11,0,1
22,64937,15195,702,10,3,1
24,50597,14179,608,17,2,0
34,37235,6980,605,4,3,1
31,74838,4756,641,11,4,1
48,76360,10356,560,17,4,1
44,78977,16039,678,19,2,1
39,47833,8944,723,19,2,1
36,83587,12359,600,14,4,1
38,50128,1000,680,2,4,0
26,73070,12034,605,19,0,1
43,49781,23188,578,0,2,1
23,55520,20641,793,11,4,1
43,20000,14304,579,8,0,1
46,53961,16949,560,13,4,1
37,61821,8373,665,15,3,1
33,51799,27995,668,14,0,0
39,95123,31542,696,4,3,0
18,36750,16318,790,15,2,1
38,48728,35725,595,15,1,1
33,41902,9558,609,0,3,1
34,48724,4991,762,12,3,1
42,80628,9323,715,2,4,1
34,89560,13244,706,11,2,1
23,45984,33496,608,4,0,1
33,45539,12750,728,7,4,1
35,36857,8122,706,5,1,0
36,86125,7812,663,17,3,0
36,82420,24120,609,18,3,1
45,57880,22978,657,15,0,1
24,32078,11116,765,14,2,1
36,33866,1000,573,7,0,1
47,63412,5971,594,2,3,1
18,70986,28769,606,11,3,1
36,20000,20510,621,8,2,1
29,53573,15523,648,5,1,0
31,92365,29950,717,4,4,1
25,55649,30666,682,3,0,1
33,89792,14712,654,16,0,0
53,72980,14859,669,6,1,1
22,38314,10343,693,18,4,1
23,54146,12723,532,13,4,1
21,57426,3109,725,3,2,1
52,40949,3076,592,1,4,1
30,40602,1218,618,8,4,1
34,90135,23674,673,1,2,0
30,40452,2508,644,19,0,1
25,81568,30599,684,18,4,1
32,51270,9156,659,13,3,1
59,59487,28898,629,5,0,1
48,71236,12079,757,17,4,0
26,48028,2470,699,12,1,1
41,71358,25270,671,7,3,1
26,20000,26214,698,17,1,1
18,68794,7751,600,4,0,1
45,20000,12346,802,11,2,1
46,55463,7753,573,13,2,0
45,77084,14035,657,18,4,0
30,72445,15862,629,2,0,1
33,34031,12188,627,5,4,1
42,36606,1000,618,16,0,1
38,46226,10352,595,9,4,1
31,63724,20628,733,15,3,1
18,20000,13328,565,15,1,1
36,59735,12380,718,6,4,1
45,66228,7553,695,6,1,0
23,54339,10119,623,9,3,1
41,70506,26271,687,0,0,0
38,64474,5881,638,15,0,1
42,49166,20766,572,2,1,1
43,21276,15376,573,18,1,1
28,62668,16958,695,15,1,1
18,40938,9141,692,7,1,1
29,48433,12185,666,1,3,0
43,69582,14954,622,15,0,0
29,88346,10834,636,8,3,0
28,59238,17651,627,3,4,1
18,71081,18659,527,8,4,1
52,31110,32381,654,18,0,1
43,64910,17225,686,13,4,1
42,58801,1000,654,13,0,0
44,84584,24304,773,10,0,1
40,49190,13369,579,3,3,1
32,55167,31095,603,18,3,1
33,81176,26767,659,14,0,1
30,58159,10957,667,10,2,1
61,37823,20775,516,14,2,1
40,111032,10248,692,7,3,0
30,38428,15021,667,14,2,0
39,58705,20407,501,19,3,1
24,66933,23904,641,6,0,1
50,65352,22161,593,0,4,1
28,56205,15599,618,14,2,1
40,56304,34867,556,17,3,1
45,55301,12079,679,16,2,1
38,37681,2142,773,19,1,0
35,103004,3682,668,6,3,1
35,55600,26792,498,18,1,1
34,71938,14386,669,4,1,0
29,53306,16272,636,11,2,1
30,52904,10659,572,17,1,1
49,50891,11378,674,18,4,1
33,29003,8703,711,12,3,1
27,56787,18769,603,10,1,1
29,51859,14220,534,9,0,1
46,83430,18480,509,17,1,1
41,36065,17715,603,17,0,1
40,48457,11592,639,4,1,1
32,42031,3330,613,2,1,0
40,88850,2633,602,16,3,1
28,42611,39213,689,16,0,1
32,71245,26825,682,1,0,1
44,79403,25721,663,9,0,1
43,57077,9603,707,10,4,1
25,32463,15076,604,0,4,1
26,32716,8477,573,13,1,1
36,77195,4503,613,19,2,1
52,34788,10289,608,4,1,0
18,67840,25609,506,15,2,1
37,62286,21725,611,1,2,1
21,67542,7239,727,4,1,1
28,69431,12481,706,11,3,1
31,41326,20992,686,18,0,1
30,40489,10432,659,17,3,1
29,74298,15636,751,18,3,1
35,47413,18214,575,19,0,0
29,20000,18127,582,16,3,1
20,72975,17033,728,7,3,1
42,39274,9770,651,2,4,1
42,69342,10592,603,16,4,1
43,87856,5930,688,3,0,1
19,60335,2509,619,10,0,1
37,79915,14082,591,15,0,0
41,63075,21530,589,0,2,1
24,91748,3957,672,18,3,1
35,38757,17183,664,6,3,1
33,59835,21277,756,4,1,1
53,73463,1000,629,7,1,1
54,56191,12835,628,9,0,1
18,83044,28169,750,9,1,1
59,51359,19415,718,3,1,1
25,101387,1000,660,3,1,0
44,102443,20266,540,9,0,1
44,65641,9018,593,4,1,1
25,71052,20530,576,12,4,1
39,83833,9479,652,17,1,0
33,36256,14575,614,0,4,1
40,33759,10699,762,0,0,0
37,85128,15025,539,12,3,1
46,65479,10461,568,0,0,1
35,55469,13211,667,12,1,1
33,60222,5595,686,9,4,0
45,20000,18925,468,9,3,1
40,56188,16402,528,12,2,1
42,44939,2067,631,17,3,1
28,78361,22943,744,2,3,1
24,79900,13589,782,2,3,0
29,71533,16294,620,13,2,1
28,67909,21116,638,1,2,1
42,30053,17625,591,8,0,1
44,71812,24321,694,9,4,1
33,72587,12653,756,7,2,1
49,84903,23275,737,10,1,1
48,102364,15983,647,2,0,1
37,26148,19061,591,5,3,1
26,52230,18229,650,0,3,1
50,45154,24925,746,19,4,1
34,63450,20771,621,16,4,1
36,60268,11456,522,5,4,1
31,55318,9869,624,0,3,1
26,80552,14601,630,5,4,1
20,37971,8919,522,19,0,1
41,39177,6582,666,16,1,1
27,39515,1000,685,13,2,1
65,52793,2605,780,18,3,1
24,35428,30883,556,3,1,1
22,59028,9747,701,10,1,1
40,56690,30227,717,15,4,1
50,44269,18225,686,0,3,1
35,77475,14601,579,8,3,1
40,58809,2995,575,7,0,1
18,81252,15037,656,3,2,1
28,56099,30137,656,4,2,1
24,59516,27461,610,19,3,1
18,48744,17193,740,10,4,1
36,59859,5810,621,1,1,1
18,74244,7342,517,13,4,0
21,51773,8179,634,11,3,1
29,70368,25225,683,7,2,1
26,43745,28053,673,7,4,1
38,75181,16567,673,10,0,0
38,48401,12575,754,18,3,1
43,77033,27389,571,15,1,1
42,61219,7171,620,8,3,1
46,90419,15414,758,4,0,1
34,36918,18703,512,2,3,1
38,30476,8097,646,3,0,1
40,47675,9912,736,2,1,1
36,32307,9290,734,16,4,1
31,32345,26333,696,11,3,1
31,72431,30314,697,0,2,1
26,59916,15918,577,18,1,1
39,50406,12854,746,3,0,1
34,52260,10201,565,12,0,1
28,48055,15013,570,0,3,1
28,93007,10598,677,11,1,1
22,45289,14223,615,11,0,1
44,33557,18305,664,18,2,1
35,75921,11757,680,12,1,1
26,55684,13483,774,9,4,0
43,100775,13516,680,10,1,1
29,49475,12459,606,12,1,1
20,76919,11468,697,8,0,1
45,81643,21097,591,14,0,1
29,49573,1000,713,10,2,1
30,45141,27594,654,19,1,1
35,74827,16084,678,3,3,0
46,71497,19880,525,14,4,1
35,31787,20800,492,16,2,1
23,37431,9335,544,14,1,1
40,20000,7685,772,19,4,1
30,71907,6741,569,8,4,1
53,54763,13023,701,10,4,1
34,56756,20593,605,3,4,1
18,26171,10329,633,7,4,1
38,38037,19863,646,3,3,1
54,50440,1000,765,15,4,0
50,46553,11915,690,15,1,0
53,62356,24337,676,3,4,1
24,71669,13632,740,16,0,0
44,105392,8366,605,6,4,1
27,59599,9745,724,14,1,1
37,82308,1000,713,18,1,0
22,43400,6905,712,16,3,1
28,26501,23457,639,3,0,1
28,52953,10339,619,3,4,1
43,28045,11283,589,2,3,1
43,60293,1000,593,16,0,0
37,44390,1953,585,10,4,1
21,20914,24520,675,3,0,1
31,94720,19938,634,11,4,1
27,49248,4620,680,10,4,1
43,27247,9955,684,11,3,1
46,77963,14766,575,12,3,1
45,45427,5430,573,3,4,1
27,81803,1000,633,7,4,1
18,45332,13726,595,14,3,1
18,49182,19580,588,18,0,1
49,66896,19734,768,4,3,1
30,71864,22001,542,11,1,1
27,75369,2571,791,18,0,0
51,58205,15463,670,12,0,1
47,70572,12852,719,4,2,0
35,74912,14302,710,11,4,1
32,64011,13305,693,0,0,1
33,57146,9716,766,9,0,0
37,31094,1000,574,11,0,1
51,71983,24294,639,1,0,0
39,60843,17639,590,4,2,1
42,51727,3125,531,19,4,1
46,85555,18785,603,12,0,1
23,31443,11421,781,9,4,1
42,92880,11648,637,4,4,0
32,59554,8852,788,2,0,1
18,66350,19295,796,8,2,1
18,52099,8601,850,10,4,1
24,26658,6225,783,3,3,1
40,57207,24053,815,16,0,1
36,66694,13568,672,8,0,1
36,73524,13820,665,1,2,1
54,56039,20539,670,2,4,1
22,20000,9659,650,17,4,1
34,29166,11254,660,6,2,1
38,101040,17445,702,7,2,1
27,38149,2668,617,3,2,1
35,88540,16768,553,16,2,1
19,41318,8954,675,16,3,1
49,56350,21843,601,4,1,1
28,72504,19373,608,14,2,1
55,43596,18316,640,9,3,1
34,91844,2144,623,3,2,0
45,61514,14172,727,15,4,1
34,69217,5581,638,1,3,1
34,54647,14705,731,17,3,1
29,73174,1000,664,0,4,1
36,91575,2673,643,6,2,0
38,57374,24512,661,4,1,1
27,94594,17952,559,4,2,1
33,47768,12169,673,9,4,1
28,75281,7730,709,15,4,1
57,69782,6325,719,7,1,0
34,38628,16601,555,10,2,0
50,64276,12250,543,19,1,1
33,60147,27373,612,9,0,1
37,42936,13521,746,15,1,1
21,67160,15469,665,7,0,0
30,62925,3891,595,1,1,1
37,58548,12114,548,5,0,1
50,58628,16415,602,3,1,1
37,58199,12017,597,18,3,1
48,52646,11114,715,0,4,1
41,62796,17615,720,16,4,1
51,47121,27118,576,2,2,1
34,113136,16159,702,3,2,1
58,31813,24153,695,10,4,1
30,48305,19972,567,1,2,1
27,49885,23674,644,1,0,1
22,100809,10122,673,15,4,0
58,33597,13344,661,1,3,1
43,68518,13377,530,11,3,1
31,64967,19370,659,2,0,1
47,66672,21339,694,1,2,1
41,84726,16000,760,13,2,0
54,84316,22013,603,7,4,1
19,50980,10493,611,0,1,1
32,63880,22083,635,13,1,1
30,22717,23126,670,19,3,1
18,61981,20419,656,11,0,1
45,44120,16073,692,7,3,1
32,56272,20706,571,16,0,1
42,26292,7847,677,6,1,1
58,68097,16586,598,12,2,1
31,26068,17404,639,9,0,1
30,62965,4363,769,14,0,0
36,35469,18796,552,10,2,1
44,43007,5009,630,9,3,1
29,83094,11576,560,8,1,1
28,71758,15318,660,5,1,0
45,82984,9154,723,9,3,1
38,91194,15660,661,1,4,1
18,44543,15532,641,6,2,1
22,89979,8438,742,1,2,0
50,30689,19543,673,6,4,1
39,74922,8886,707,7,0,1
27,50133,33303,700,0,4,1
33,41393,14124,448,5,2,0
35,72289,5629,644,13,1,0
42,78899,7125,574,19,3,0
21,78305,24180,591,12,4,1
26,64297,11726,753,14,4,0
37,62639,4089,623,13,3,1
34,70537,21829,782,18,2,1
40,66075,11675,551,18,0,1
22,70827,20227,574,2,0,1
38,64079,22484,703,9,4,1
45,76855,17195,626,18,0,1
39,27455,34167,671,17,2,1
36,57374,1202,642,10,2,1
34,32323,8456,640,8,3,1
26,65534,12952,628,1,1,0
34,92838,33089,662,9,3,1
47,50518,29384,694,10,2,1
33,62545,25309,763,12,4,1
26,75129,8647,635,10,0,0
30,20000,9579,622,4,3,1
37,49557,8371,613,19,3,1
31,67290,8732,752,4,4,0
39,20000,26941,698,7,2,1
40,40463,13049,517,10,1,1
43,82017,14108,513,5,2,1
49,80059,21195,591,1,4,1
44,67486,1691,666,12,0,1
25,77643,15421,647,4,3,0
25,64302,6225,686,17,1,1
34,71107,12644,637,15,3,1
30,53686,10308,747,8,2,0
23,62316,9896,704,9,4,1
30,47352,16804,655,18,0,1
30,85269,16769,730,0,0,0
28,90431,13241,534,7,4,1
31,87598,17965,644,1,1,1
46,51837,8051,659,2,0,0
36,40924,20452,692,18,4,1
59,85539,13350,529,2,2,1
36,70878,11130,631,19,4,1
32,66571,8641,678,15,2,1
35,47327,13068,683,12,3,1
37,68513,29965,733,14,2,1
39,38294,14493,703,3,2,1
55,72681,5844,645,2,2,1
26,87577,22350,697,7,1,1
43,92620,11224,635,15,3,1
37,74170,17270,660,6,2,1
19,32359,10154,705,3,0,1
42,63946,25246,646,15,1,1
47,102793,10273,675,12,2,0
26,42627,26182,717,10,4,1
34,58816,6605,699,8,2,1
18,88270,12656,736,15,2,0
22,72342,26199,812,14,0,1
45,109603,16345,699,7,1,1
30,45342,33171,617,2,1,1
23,40204,12846,685,17,2,1
37,84482,17056,682,2,4,1
29,36082,30241,692,8,4,1
30,56064,2888,754,17,1,0
42,58687,1897,532,8,3,1
23,80719,8635,755,16,4,1
25,72285,21506,779,9,1,1
36,69141,2121,689,14,2,0
44,51951,19776,691,11,2,1
47,84300,19213,633,5,0,1
28,140516,31115,650,17,2,1
44,73825,23363,698,9,0,1
27,61993,17912,694,9,1,1
53,34042,25873,700,13,0,1
23,47250,19311,693,18,3,1
48,55725,11319,712,17,4,1
28,49307,5843,705,7,1,0
55,59678,10445,578,4,0,1
40,95560,14679,708,6,2,0
24,84943,16400,780,5,0,0
29,56823,1000,648,5,2,0
42,35834,13243,754,8,2,1
45,86747,15228,585,0,2,1
34,59018,19380,647,10,2,1
35,25469,28014,605,16,2,1
42,74248,16485,746,8,0,1
36,80513,7723,764,1,3,1
22,20000,1000,643,7,3,1
26,43508,20496,731,6,0,1
37,57790,8047,765,11,2,1
47,74690,21934,647,5,1,1
51,49685,26179,659,6,1,1
42,43357,2647,701,14,3,1
37,74543,19431,591,3,2,1
42,50633,25340,657,18,4,1
28,70841,23152,799,5,2,1
33,37769,1000,614,16,0,0
26,32953,8170,709,1,3,1
22,75105,4758,686,6,0,1
38,65050,19187,638,7,1,1
36,78449,18306,665,9,4,1
41,49348,1000,772,1,4,0
40,44097,12593,688,4,0,0
37,87214,21405,699,17,4,1
40,29540,16183,762,18,4,1
34,85029,16170,629,8,4,1
39,86410,12080,576,2,4,1
27,77201,6528,773,5,0,1
38,46243,14863,659,19,0,1
41,43669,15416,712,18,3,1
28,55798,19922,596,16,0,1
35,34099,20571,677,17,1,1
28,40766,15686,573,14,4,1
29,72894,23759,654,12,4,1
23,72986,12000,604,15,1,0
47,39008,3447,588,12,2,1
45,73522,18816,628,6,2,1
40,69086,16011,489,12,1,1
54,90197,18975,568,5,1,1
33,71382,4884,704,12,2,1
65,81171,29326,674,7,3,1
32,69541,20684,574,9,4,1
37,79598,12696,688,3,4,0
31,34257,7516,588,19,0,0
38,57565,23617,700,14,3,1
43,59220,6185,641,2,3,1
33,55125,33090,627,9,0,1
52,68877,10094,643,9,4,1
37,72687,28764,829,17,2,1
37,67845,13524,596,15,3,1
25,56461,27645,665,17,3,1
39,45285,9121,704,9,1,1
33,81943,15150,582,3,1,1
28,66994,21437,538,14,1,1
27,39627,20296,607,4,3,1
61,56126,23806,703,12,3,1
32,25134,11100,626,8,3,1
20,60707,15678,633,6,0,0
28,56032,24987,713,2,0,1
34,48510,9357,593,16,3,1
40,91692,19580,643,13,4,1
40,36876,13246,544,6,1,1
41,74127,16646,672,14,2,1
28,103734,15676,666,19,4,0
38,81545,8693,705,14,1,1
26,59369,12914,569,18,2,0
28,37318,16159,636,9,0,1
25,32758,14178,560,7,1,1
23,51768,27581,632,16,1,1
45,46259,23079,753,13,3,1
41,45609,17319,627,12,1,1
44,53473,8894,554,12,2,1
35,57955,8407,602,19,1,1
42,69704,30790,537,13,0,1
18,35244,6920,559,16,3,1
43,46355,15910,696,0,3,1
36,56806,17887,548,14,3,1
41,56090,12509,671,6,2,1
38,96728,6982,651,2,0,0
25,64644,8720,612,5,2,1
20,27728,10627,665,16,3,1
27,68363,9324,584,16,2,1
40,70913,25621,708,6,3,1
41,57497,14926,601,3,1,0
21,35732,10809,622,8,2,1
25,95161,15855,614,6,1,1
27,38602,20343,698,9,4,1
31,73215,12243,688,15,0,0
21,64001,22215,466,6,1,1
20,72016,4830,667,3,3,1
26,94137,24370,527,2,0,1
35,71232,14928,626,13,2,1
23,48826,14615,642,3,0,1
33,82119,9455,625,4,2,1
45,47378,5177,685,16,1,0
21,63271,1666,700,1,0,0
32,34138,8897,595,13,2,1
45,39334,19701,593,0,1,1
30,61027,7309,647,18,0,1
29,67361,2612,541,14,2,1
46,25952,7727,616,16,2,1
31,69945,11921,744,13,3,0
46,43611,12235,544,8,4,1
39,85593,13968,626,19,3,1
31,52960,23260,608,15,3,1
39,37527,24994,790,1,3,1
38,61516,31043,612,11,3,1
45,41675,2000,616,10,3,1
29,85378,8152,577,5,3,0
35,60010,20587,650,9,2,1
34,56966,11367,668,19,3,1
42,71836,21886,587,1,4,1
24,39901,16656,719,18,2,1
45,34216,27633,668,14,1,1
39,68167,23341,709,2,2,1
21,38006,23488,627,6,0,1
47,37999,11705,667,16,1,1
57,76735,14220,635,14,4,1
45,70501,12557,752,1,0,1
49,34923,2952,658,2,4,1
35,47617,26774,650,18,2,1
18,41925,20963,617,3,1,1
18,95526,12239,613,12,2,1
37,78120,25436,666,19,4,1
29,51583,9957,707,3,0,1
25,71523,1000,602,0,2,0
34,32876,23058,658,16,1,1
41,46547,4771,662,18,2,1
20,62097,13433,675,10,3,1
30,69044,16648,530,4,4,1
50,58050,18083,585,1,1,0
24,64960,21787,554,18,3,1
43,61566,19646,652,15,2,1
30,56728,19399,586,17,2,1
40,54077,8673,615,15,0,1
45,51474,17353,566,8,4,1
42,64638,2955,621,9,0,0
44,68216,27497,571,7,0,1
23,63967,3779,703,14,3,1
46,36428,12228,683,2,2,1
26,40021,4449,660,0,0,1
37,67977,9158,628,19,3,1
37,89433,15107,507,6,1,1
39,63048,10769,617,0,4,1
38,51766,24153,596,13,4,1
26,64486,16815,667,7,2,1
21,37263,11296,693,4,2,1
43,86178,13931,672,8,2,1
36,63731,24757,738,9,3,1
46,46610,22270,610,12,4,1
34,56664,5889,607,18,3,1
20,49459,9554,722,17,0,0
44,86233,18798,661,16,0,1
31,55955,17826,632,9,3,0
38,63107,6596,779,11,1,1
28,71474,20993,690,2,2,1
51,45184,7873,636,11,2,1
26,63874,25430,601,13,2,1
31,65488,19235,742,17,1,1
36,28918,5944,664,0,0,1
24,65053,10767,651,17,1,1
38,59084,10628,697,10,3,1
51,62599,16279,711,1,3,1
30,60712,13368,688,19,4,1
38,65183,5836,711,9,0,1
18,86746,3845,681,8,0,0
34,36409,19392,688,3,0,1
31,53156,17289,598,1,2,1
26,73332,15844,776,1,2,1
45,69618,17165,563,5,0,1
31,69188,10048,671,5,2,0
33,115071,16471,556,9,0,1
31,72282,35308,643,12,3,1
18,82618,24396,610,19,2,1
23,53858,12692,659,15,0,1
44,40141,10813,673,9,0,1
18,53713,1000,583,18,3,1
27,74239,23549,647,11,4,1
31,68136,21292,747,8,4,1
52,68065,10649,558,4,2,0
42,55713,3546,590,8,2,1
29,52523,5757,710,0,4,1
48,56402,18555,655,3,4,1
27,74489,14285,660,18,4,1
45,76814,20532,721,3,1,1
21,39875,15691,594,11,2,1
45,75246,22734,613,2,0,1
30,46985,17956,605,12,0,1
24,69378,21630,625,19,1,1
32,56160,1000,743,9,4,1
37,91315,5125,530,2,2,1
30,51638,12085,566,0,2,1
40,63572,23636,554,15,4,1
29,72131,30044,748,2,2,1
41,42520,13686,606,6,1,1
39,58542,10107,627,16,3,1
34,54668,1000,536,10,1,1
30,49723,21908,631,17,1,1
36,51205,10598,710,17,4,1
40,82240,38666,667,13,2,1
55,48028,9084,642,18,1,0
44,71328,31842,540,0,4,1
44,66291,20986,627,4,3,1
65,32060,6773,660,5,3,1
40,70383,16857,580,18,1,1
39,31729,21171,695,12,3,1
42,72561,13197,711,5,4,0
24,49856,21703,612,4,0,1
30,60167,21527,700,16,0,1
29,34114,19770,642,17,2,1
41,62447,14868,730,0,3,0
33,78539,5600,792,7,0,0
36,43860,14385,573,10,2,1
45,47856,16408,703,4,0,1
43,69092,1000,741,14,4,0
33,69592,16353,582,15,3,1
28,20000,14225,609,16,4,1
46,100308,4626,608,15,1,0
42,70571,12335,640,16,3,1
18,73938,12505,625,7,1,1
31,57129,30440,636,5,0,1
36,22892,16760,708,6,2,1
42,73494,23288,517,17,2,1
44,48696,14057,581,12,2,1
37,70878,1000,696,6,4,0
40,55623,20378,688,14,1,1
35,64760,9734,575,4,3,0
28,44500,12315,689,5,0,1
32,77287,6576,742,0,4,1
35,36232,15582,646,19,2,0
34,104911,23521,579,4,3,0
18,104758,22461,711,15,1,0
31,92653,27689,770,2,1,1
35,85509,28823,587,0,4,1
32,58309,1000,652,13,0,0
32,83330,5451,726,1,2,0
39,58076,1000,658,2,1,1
24,28929,20055,527,6,1,0
18,90064,9455,681,11,3,0
31,82576,11086,581,0,3,1
42,59373,13267,561,2,2,1
51,35496,18060,529,6,3,1
42,48275,3117,733,14,0,1
20,23577,4929,591,1,1,1
32,78901,15010,673,5,3,1
37,27933,24589,690,3,3,1
36,65736,14796,661,6,0,1
40,43126,8666,670,5,4,0
25,31465,1000,676,12,2,1
35,64767,22621,659,1,1,1
39,53324,9112,596,18,2,1
43,76763,5820,590,4,1,1
26,34647,1277,642,19,2,0
31,44853,3487,641,14,0,1
18,20000,7310,680,7,0,0
28,20000,13089,727,6,4,1
29,95963,5330,674,18,3,1
24,101671,16485,593,19,1,1
36,61854,13028,497,12,4,0
34,43523,32775,596,0,3,1
18,54031,1364,555,18,3,0
37,77471,16291,598,9,3,1
25,49712,16392,666,0,4,1
39,64752,6755,655,16,4,1
22,59744,15762,780,0,1,1
35,48623,21156,683,7,3,1
32,49476,15771,783,1,0,1
38,65866,26075,700,8,2,1
36,40462,1000,725,16,0,1
32,69034,8262,624,2,0,1
19,50568,26800,574,2,3,1
20,62547,22296,618,19,1,1
29,87679,19324,649,3,0,1
34,56636,24865,606,2,4,1
28,78396,1000,579,11,4,1
41,24159,21364,679,5,1,1
32,50592,23514,579,19,2,1
25,60553,9730,542,3,1,1
32,98466,36033,571,11,4,1
37,20800,16570,633,18,3,1
38,58075,1000,580,14,2,1
53,89133,18050,634,0,4,1
28,44299,9241,692,3,3,1
34,55743,24319,690,2,0,1
39,66634,19383,603,18,2,1
34,63690,10216,558,4,4,1
29,91315,27019,609,1,2,1
19,68969,22515,695,7,0,1
29,86555,8376,712,5,3,0
24,52799,13783,674,3,2,1
18,45189,19135,734,9,1,1
27,55485,12085,771,18,4,1
24,36817,12324,616,4,4,1
40,69670,15293,754,19,2,1
41,52282,6473,631,13,3,1
25,46564,1000,721,7,1,0
32,69973,16913,699,13,3,1
18,37125,1000,511,6,4,1
30,75410,7055,582,4,1,1
38,50433,1000,564,4,4,1
43,83181,1812,525,0,0,1
27,52145,18410,711,12,2,1
45,72638,13221,794,1,0,1
19,63591,12932,631,3,2,1
22,74878,4472,709,0,3,1
42,62198,9753,753,1,4,1
51,26732,18011,664,18,0,1
39,80175,14583,648,0,4,0
34,58246,21581,632,12,4,1
18,75790,22720,687,6,0,1
18,73804,12982,711,2,4,1
36,44534,1000,682,5,4,1
31,41704,8946,679,1,0,0
23,73107,14218,646,6,0,1
35,53935,8788,538,16,3,1
36,78728,6563,712,12,2,1
44,56435,15558,560,16,1,1
36,80468,34442,693,13,2,1
47,68466,11094,702,18,1,1
35,65759,14977,570,2,4,1
33,52519,4503,607,3,1,1
45,64648,24947,798,8,0,1
25,83857,21997,644,10,4,1
63,58915,21445,564,15,4,1
38,70623,25878,706,2,4,1
38,60927,11581,595,2,4,1
40,62492,12580,515,15,0,1
53,94468,28679,686,10,3,1
42,84034,20061,585,8,1,1
18,61588,1000,672,4,2,1
49,64289,18638,593,13,2,1
31,45962,10346,699,16,4,1
36,56540,22185,662,0,2,1
22,66187,18265,468,1,1,1
40,77012,1075,676,15,0,1
28,74984,17150,629,17,2,1
36,37814,16685,749,4,4,1
32,79539,17907,677,14,3,1
54,58224,19604,702,16,4,1
54,40260,26967,600,2,0,1
35,86727,18311,594,3,2,1
35,89265,15183,648,2,3,0
31,65274,24183,624,15,4,1
46,74175,32941,743,15,1,1
31,75348,22320,639,2,3,1
30,87915,16649,564,3,1,1
44,74561,18460,592,13,2,1
29,33446,17048,717,17,3,1
34,100196,15148,638,15,4,1
19,81313,32321,634,3,2,1
42,49809,9007,724,7,2,1
54,39407,24239,585,1,4,1
42,70096,13993,493,4,2,1
49,54434,3156,590,11,1,1
26,66599,13493,666,6,1,1
37,74868,10625,632,12,3,0
25,48671,19620,540,5,3,1
32,37677,15730,721,11,2,1
42,67716,6823,661,12,0,1
36,49332,26768,677,3,0,1
20,62921,23721,679,0,1,1
21,33133,27688,559,6,0,1
21,54956,16895,671,0,2,1
39,74299,14714,713,3,2,0
55,72118,20628,729,5,1,1
48,44232,10380,700,6,4,1
18,36634,16040,685,5,1,1
49,60315,13594,528,1,4,1
44,71220,3311,648,3,0,0
19,68103,16019,583,17,3,1
31,49756,11472,739,14,4,1
45,65956,13059,729,8,4,1
40,90047,17910,583,0,2,0
21,64102,25180,646,7,1,1
41,27337,8209,667,18,1,1
18,64064,12307,713,16,2,0
32,100879,8879,532,15,4,1
46,34252,8358,495,4,1,1
35,60594,10243,652,8,4,0
30,55473,13428,472,0,4,1
43,61917,19686,661,17,0,1
44,63885,17563,691,2,4,1
48,82799,6545,736,12,2,1
43,61695,25353,606,5,3,1
45,85545,22555,661,11,1,1
42,57646,7790,695,16,1,1
37,52997,24792,567,6,2,1
35,46616,17615,714,0,0,1
32,23658,13748,669,13,3,1
